"schema_name","table_name","approx_rows","column_id","column_name","sql_type","max_length","precision","scale","is_nullable"
"dbo","_ConstChngR9265",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9265",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9265",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9265",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9265",0,5,"_Fld346","numeric",5,7,0,0
"dbo","_ConstChngR9268",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9268",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9268",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9268",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9268",0,5,"_Fld346","numeric",5,7,0,0
"dbo","_ConstChngR9269",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9269",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9269",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9269",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9269",0,5,"_Fld346","numeric",5,7,0,0
"dbo","_ConstChngR9272",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9272",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9272",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9272",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9272",0,5,"_Fld346","numeric",5,7,0,0
"dbo","_ConstChngR9465",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9465",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9465",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9465",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9465",0,5,"_Fld346","numeric",5,7,0,0
"dbo","_ConstChngR9603",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9603",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9603",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9603",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9603",0,5,"_Fld346","numeric",5,7,0,0
"dbo","_ConstChngR9606",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9606",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9606",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9606",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9606",0,5,"_Fld346","numeric",5,7,0,0
"dbo","_ConstChngR9609",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9609",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9609",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9609",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9612",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9612",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9612",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9612",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9615",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9615",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9615",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9615",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9615",0,5,"_Fld346","numeric",5,7,0,0
"dbo","_ConstChngR9618",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9618",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9618",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9618",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9618",0,5,"_Fld346","numeric",5,7,0,0
"dbo","_ConstChngR9619",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9619",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9619",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9619",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9619",0,5,"_Fld346","numeric",5,7,0,0
"dbo","_ConstChngR9622",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9622",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9622",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9622",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9625",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9625",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9625",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9625",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9625",0,5,"_Fld346","numeric",5,7,0,0
"dbo","_ConstChngR9626",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9626",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9626",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9626",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9626",0,5,"_Fld346","numeric",5,7,0,0
"dbo","_ConstChngR9629",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9629",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9629",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9629",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9632",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9632",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9632",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9632",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9635",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9635",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9635",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9635",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9635",0,5,"_Fld346","numeric",5,7,0,0
"dbo","_ConstChngR9638",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9638",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9638",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9638",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9641",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9641",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9641",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9641",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9644",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9644",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9644",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9644",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9647",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9647",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9647",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9647",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9650",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9650",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9650",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9650",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9653",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9653",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9653",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9653",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9656",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9656",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9656",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9656",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9659",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9659",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9659",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9659",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9659",0,5,"_Fld346","numeric",5,7,0,0
"dbo","_ConstChngR9662",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9662",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9662",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9662",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9665",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9665",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9665",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9665",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9665",0,5,"_Fld346","numeric",5,7,0,0
"dbo","_ConstChngR9668",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9668",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9668",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9668",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9671",0,1,"_NodeTRef","binary",4,0,0,0
"dbo","_ConstChngR9671",0,2,"_NodeRRef","binary",16,0,0,0
"dbo","_ConstChngR9671",0,3,"_MessageNo","numeric",9,10,0,1
"dbo","_ConstChngR9671",0,4,"_ConstID","binary",16,0,0,0
"dbo","_ConstChngR9671",0,5,"_Fld346","numeric",5,7,0,0
"dbo","_DataHistoryAfterWriteQueue",0,1,"_MetadataId","binary",16,0,0,0
"dbo","_DataHistoryAfterWriteQueue",0,2,"_HistoryDataId","binary",16,0,0,0
"dbo","_DataHistoryAfterWriteQueue",0,3,"_VersionNumber","numeric",5,9,0,0
"dbo","_DataHistoryAfterWriteQueue",0,4,"_Fld1648","numeric",5,7,0,1
"dbo","_DataHistoryAfterWriteQueue",0,5,"_Fld346","numeric",5,7,0,1
"dbo","_DataHistoryLatestVersions",0,1,"_MetadataId","binary",16,0,0,0
"dbo","_DataHistoryLatestVersions",0,2,"_DataId","binary",20,0,0,0
"dbo","_DataHistoryLatestVersions",0,3,"_HistoryDataId","binary",16,0,0,0
"dbo","_DataHistoryLatestVersions",0,4,"_VersionNumber","numeric",5,9,0,0
"dbo","_DataHistoryLatestVersions",0,5,"_Content","varbinary",-1,0,0,0
"dbo","_DataHistoryLatestVersions1",0,1,"_MetadataId","binary",16,0,0,0
"dbo","_DataHistoryLatestVersions1",0,2,"_DataId","binary",20,0,0,0
"dbo","_DataHistoryLatestVersions1",0,3,"_HistoryDataId","binary",16,0,0,0
"dbo","_DataHistoryLatestVersions1",0,4,"_VersionNumber","numeric",5,9,0,0
"dbo","_DataHistoryLatestVersions1",0,5,"_Content","varbinary",-1,0,0,0
"dbo","_DataHistoryLatestVersions1",0,6,"_Fld346","numeric",5,7,0,0
"dbo","_DataHistoryLatestVersions2",0,1,"_MetadataId","binary",16,0,0,0
"dbo","_DataHistoryLatestVersions2",0,2,"_DataId","binary",20,0,0,0
"dbo","_DataHistoryLatestVersions2",0,3,"_HistoryDataId","binary",16,0,0,0
"dbo","_DataHistoryLatestVersions2",0,4,"_VersionNumber","numeric",5,9,0,0
"dbo","_DataHistoryLatestVersions2",0,5,"_Content","varbinary",-1,0,0,0
"dbo","_DataHistoryLatestVersions2",0,6,"_Fld1648","numeric",5,7,0,0
"dbo","_DataHistoryMetadata",0,1,"_MetadataId","binary",16,0,0,0
"dbo","_DataHistoryMetadata",0,2,"_IsSettings","binary",1,0,0,0
"dbo","_DataHistoryMetadata",0,3,"_IsActual","binary",1,0,0,0
"dbo","_DataHistoryMetadata",0,4,"_MetadataVersionNumber","numeric",5,9,0,0
"dbo","_DataHistoryMetadata",0,5,"_Content","varbinary",-1,0,0,0
"dbo","_DataHistoryMetadata",0,6,"_IsExtensions","binary",1,0,0,0
"dbo","_DataHistoryMetadata",0,7,"_ActionOnAccept","numeric",5,1,0,0
"dbo","_DataHistoryMetadata",0,8,"_Fld346","numeric",5,7,0,1
"dbo","_DataHistoryQueue0",0,1,"_MetadataId","binary",16,0,0,0
"dbo","_DataHistoryQueue0",0,2,"_DataId","binary",20,0,0,0
"dbo","_DataHistoryQueue0",0,3,"_Position","numeric",5,9,0,0
"dbo","_DataHistoryQueue0",0,4,"_Content","varbinary",-1,0,0,0
"dbo","_DataHistoryQueue0",0,5,"_Fld1648","numeric",5,7,0,1
"dbo","_DataHistoryQueue0",0,6,"_Fld346","numeric",5,7,0,1
"dbo","_DataHistorySettings",0,1,"_MetadataId","binary",16,0,0,0
"dbo","_DataHistorySettings",0,2,"_Content","varbinary",-1,0,0,0
"dbo","_DataHistorySettings",0,3,"_Fld346","numeric",5,7,0,1
"dbo","_DataHistoryVersions",0,1,"_HistoryDataId","binary",16,0,0,0
"dbo","_DataHistoryVersions",0,2,"_VersionNumber","numeric",5,9,0,0
"dbo","_DataHistoryVersions",0,3,"_MetadataVersionNumber","numeric",5,9,0,0
"dbo","_DataHistoryVersions",0,4,"_Date","datetime2",6,19,0,0
"dbo","_DataHistoryVersions",0,5,"_ChangeType","numeric",5,1,0,0
"dbo","_DataHistoryVersions",0,6,"_UserId","binary",16,0,0,0
"dbo","_DataHistoryVersions",0,7,"_UserName","nvarchar",512,0,0,0
"dbo","_DataHistoryVersions",0,8,"_UserFullName","nvarchar",512,0,0,0
"dbo","_DataHistoryVersions",0,9,"_Comment","nvarchar",2048,0,0,0
"dbo","_DataHistoryVersions",0,10,"_Transaction","binary",16,0,0,0
"dbo","_DataHistoryVersions",0,11,"_Node_TYPE","binary",1,0,0,0
"dbo","_DataHistoryVersions",0,12,"_Node_RTRef","binary",4,0,0,0
"dbo","_DataHistoryVersions",0,13,"_Node_RRRef","binary",16,0,0,0
"dbo","_DataHistoryVersions",0,14,"_Content","varbinary",-1,0,0,0
"dbo","_DbCopies",0,1,"_CopyId","binary",16,0,0,0
"dbo","_DbCopies",0,2,"_CopyName","nvarchar",512,0,0,0
"dbo","_DbCopies",0,3,"_UseIntAccelerator","binary",1,0,0,0
"dbo","_DbCopies",0,4,"_ReplType","int",4,10,0,0
"dbo","_DbCopies",0,5,"_DbType","int",4,10,0,0
"dbo","_DbCopies",0,6,"_DbServer","nvarchar",512,0,0,0
"dbo","_DbCopies",0,7,"_DbName","nvarchar",512,0,0,0
"dbo","_DbCopies",0,8,"_DbUser","nvarchar",512,0,0,0
"dbo","_DbCopies",0,9,"_DbPassword","nvarchar",512,0,0,0
"dbo","_DbCopies",0,10,"_CreateDb","binary",1,0,0,0
"dbo","_DbCopies",0,11,"_Version","numeric",5,9,0,0
"dbo","_DbCopiesInitialLast",0,1,"_CopyId","binary",16,0,0,0
"dbo","_DbCopiesInitialLast",0,2,"_TableName","nvarchar",512,0,0,0
"dbo","_DbCopiesInitialLast",0,3,"_BlockNum","int",4,10,0,0
"dbo","_DbCopiesInitialLast",0,4,"_FirstKey","varbinary",-1,0,0,1
"dbo","_DbCopiesInitialLast",0,5,"_LastKey","varbinary",-1,0,0,1
"dbo","_DbCopiesInitialLast",0,6,"_BlockState","int",4,10,0,0
"dbo","_DbCopiesSettings",0,1,"_CopyId","binary",16,0,0,0
"dbo","_DbCopiesSettings",0,2,"_CopyContent","varbinary",-1,0,0,0
"dbo","_DbCopiesSettings",0,3,"_CopySchema","varbinary",-1,0,0,0
"dbo","_DbCopiesSettings",0,4,"_Version","numeric",5,9,0,0
"dbo","_DbCopiesTablesStates",0,1,"_CopyId","binary",16,0,0,0
"dbo","_DbCopiesTablesStates",0,2,"_TableName","nvarchar",512,0,0,0
"dbo","_DbCopiesTablesStates",0,3,"_TableState","int",4,10,0,0
"dbo","_DbCopiesTablesStates",0,4,"_TrNum","int",4,10,0,1
"dbo","_DbCopiesTrChanges",0,1,"_CopyId","binary",16,0,0,0
"dbo","_DbCopiesTrChanges",0,2,"_TableName","nvarchar",512,0,0,0
"dbo","_DbCopiesTrChanges",0,3,"_TrNum","int",4,10,0,0
"dbo","_DbCopiesTrChanges",0,4,"_ChId","binary",16,0,0,0
"dbo","_DbCopiesTrChObj",0,1,"_ChId","binary",16,0,0,0
"dbo","_DbCopiesTrChObj",0,2,"_ChObj","varbinary",-1,0,0,1
"dbo","_DbCopiesTrLogs",0,1,"_TrNum","int",4,10,0,0
"dbo","_DbCopiesTrLogs",0,2,"_TrTime","datetime2",6,19,0,0
"dbo","_DbCopiesTrLogs",0,3,"_TrId","binary",16,0,0,0
"dbo","_DbCopiesTrLogs",0,4,"_TrLog","varbinary",-1,0,0,1
"dbo","_DbCopiesTrTables",0,1,"_TrNum","int",4,10,0,1
"dbo","_DbCopiesTrTables",0,2,"_TrTime","datetime2",6,19,0,1
"dbo","_DbCopiesTrTables",0,3,"_TableName","nvarchar",512,0,0,0
"dbo","_DbCopiesUpdates",0,1,"_CopyId","binary",16,0,0,0
"dbo","_DbCopiesUpdates",0,2,"_TrNum","int",4,10,0,1
"dbo","_DbCopiesUpdates",0,3,"_TrTime","datetime2",6,19,0,1
"dbo","_Document10397",0,1,"_IDRRef","binary",16,0,0,0
"dbo","_Document10397",0,2,"_Version","timestamp",8,0,0,0
"dbo","_Document10397",0,3,"_Marked","binary",1,0,0,0
"dbo","_Document10397",0,4,"_Date_Time","datetime2",6,19,0,0
"dbo","_Document10397",0,5,"_NumberPrefix","datetime2",6,19,0,0
"dbo","_Document10397",0,6,"_Number","nvarchar",22,0,0,0
"dbo","_Document10397",0,7,"_Posted","binary",1,0,0,0
"dbo","_Document10397",0,8,"_Fld10398RRef","binary",16,0,0,0
"dbo","_Document10397",0,9,"_Fld10399","nvarchar",-1,0,0,0
"dbo","_Document10397",0,10,"_Fld10400","nvarchar",300,0,0,0
"dbo","_Document10397",0,11,"_Fld10401RRef","binary",16,0,0,0
"dbo","_Document10397",0,12,"_Fld10402","nvarchar",300,0,0,0
"dbo","_Document10397",0,13,"_Fld10403","nvarchar",-1,0,0,0
"dbo","_Document10397",0,14,"_Fld10404","datetime2",6,19,0,0
"dbo","_Document10397",0,15,"_Fld10405","nvarchar",-1,0,0,0
"dbo","_Document10397",0,16,"_Fld10406","nvarchar",-1,0,0,0
"dbo","_Document10397",0,17,"_Fld10407RRef","binary",16,0,0,0
"dbo","_Document10397",0,18,"_Fld10408","nvarchar",-1,0,0,0
"dbo","_Document10397",0,19,"_Fld10409RRef","binary",16,0,0,0
"dbo","_Document10397",0,20,"_Fld10410","nvarchar",300,0,0,0
"dbo","_Document10397",0,21,"_Fld346","numeric",5,7,0,0
"dbo","_Document10397_VT10411",0,1,"_Document10397_IDRRef","binary",16,0,0,0
"dbo","_Document10397_VT10411",0,2,"_Fld346","numeric",5,7,0,0
"dbo","_Document10397_VT10411",0,3,"_KeyField","binary",4,0,0,0
"dbo","_Document10397_VT10411",0,4,"_LineNo10412","numeric",5,5,0,0
"dbo","_Document10397_VT10411",0,5,"_Fld10413RRef","binary",16,0,0,0
"dbo","_Document10397_VT10411",0,6,"_Fld10414","nvarchar",-1,0,0,0
"dbo","_Document10397_VT10411",0,7,"_Fld10415","nvarchar",-1,0,0,0
"dbo","_Document10397_VT10416",0,1,"_Document10397_IDRRef","binary",16,0,0,0
"dbo","_Document10397_VT10416",0,2,"_Fld346","numeric",5,7,0,0
"dbo","_Document10397_VT10416",0,3,"_KeyField","binary",4,0,0,0
"dbo","_Document10397_VT10416",0,4,"_LineNo10417","numeric",5,5,0,0
"dbo","_Document10397_VT10416",0,5,"_Fld10418RRef","binary",16,0,0,0
"dbo","_Document10397_VT10416",0,6,"_Fld10419_TYPE","binary",1,0,0,0
"dbo","_Document10397_VT10416",0,7,"_Fld10419_L","binary",1,0,0,0
"dbo","_Document10397_VT10416",0,8,"_Fld10419_N","numeric",9,15,3,0
"dbo","_Document10397_VT10416",0,9,"_Fld10419_T","datetime2",6,19,0,0
"dbo","_Document10397_VT10416",0,10,"_Fld10419_S","nvarchar",2048,0,0,0
"dbo","_Document10397_VT10416",0,11,"_Fld10419_RTRef","binary",4,0,0,0
"dbo","_Document10397_VT10416",0,12,"_Fld10419_RRRef","binary",16,0,0,0
"dbo","_Document10397_VT10416",0,13,"_Fld10420","nvarchar",-1,0,0,0
"dbo","_Document10397_VT10421",0,1,"_Document10397_IDRRef","binary",16,0,0,0
"dbo","_Document10397_VT10421",0,2,"_Fld346","numeric",5,7,0,0
"dbo","_Document10397_VT10421",0,3,"_KeyField","binary",4,0,0,0
"dbo","_Document10397_VT10421",0,4,"_LineNo10422","numeric",5,5,0,0
"dbo","_Document10397_VT10421",0,5,"_Fld10423","nvarchar",-1,0,0,0
"dbo","_Document10397_VT10421",0,6,"_Fld10424","numeric",9,10,0,0
"dbo","_Document126",3633,1,"_IDRRef","binary",16,0,0,0
"dbo","_Document126",3633,2,"_Version","timestamp",8,0,0,0
"dbo","_Document126",3633,3,"_Marked","binary",1,0,0,0
"dbo","_Document126",3633,4,"_Date_Time","datetime2",6,19,0,0
"dbo","_Document126",3633,5,"_Number","nvarchar",22,0,0,0
"dbo","_Document126",3633,6,"_Posted","binary",1,0,0,0
"dbo","_Document126",3633,7,"_Fld344RRef","binary",16,0,0,0
"dbo","_Document126",3633,8,"_Fld339RRef","binary",16,0,0,0
"dbo","_Document126",3633,9,"_Fld342","datetime2",6,19,0,0
"dbo","_Document126",3633,10,"_Fld337_TYPE","binary",1,0,0,0
"dbo","_Document126",3633,11,"_Fld337_RTRef","binary",4,0,0,0
"dbo","_Document126",3633,12,"_Fld337_RRRef","binary",16,0,0,0
"dbo","_Document126",3633,13,"_Fld10386","numeric",9,10,0,0
"dbo","_Document126",3633,14,"_Fld345","nvarchar",-1,0,0,0
"dbo","_Document126",3633,15,"_Fld340","nvarchar",80,0,0,0
"dbo","_Document126",3633,16,"_Fld10387RRef","binary",16,0,0,0
"dbo","_Document126",3633,17,"_Fld341","binary",1,0,0,0
"dbo","_Document126",3633,18,"_Fld10388RRef","binary",16,0,0,0
"dbo","_Document126",3633,19,"_Fld5387RRef","binary",16,0,0,0
"dbo","_Document126",3633,20,"_Fld343","nvarchar",-1,0,0,0
"dbo","_Document126",3633,21,"_Fld336RRef","binary",16,0,0,0
"dbo","_Document126",3633,22,"_Fld5386RRef","binary",16,0,0,0
"dbo","_Document126",3633,23,"_Fld346","numeric",5,7,0,0
"dbo","_Document126_VT347",3633,1,"_Document126_IDRRef","binary",16,0,0,0
"dbo","_Document126_VT347",3633,2,"_Fld346","numeric",5,7,0,0
"dbo","_Document126_VT347",3633,3,"_KeyField","binary",4,0,0,0
"dbo","_Document126_VT347",3633,4,"_LineNo348","numeric",5,5,0,0
"dbo","_Document126_VT347",3633,5,"_Fld349","nvarchar",72,0,0,0
"dbo","_Document126_VT347",3633,6,"_Fld350_TYPE","binary",1,0,0,0
"dbo","_Document126_VT347",3633,7,"_Fld350_RTRef","binary",4,0,0,0
"dbo","_Document126_VT347",3633,8,"_Fld350_RRRef","binary",16,0,0,0
"dbo","_Document126_VT347",3633,9,"_Fld351","nvarchar",40,0,0,0
"dbo","_Document126_VT347",3633,10,"_Fld7827_TYPE","binary",1,0,0,0
"dbo","_Document126_VT347",3633,11,"_Fld7827_RTRef","binary",4,0,0,0
"dbo","_Document126_VT347",3633,12,"_Fld7827_RRRef","binary",16,0,0,0
"dbo","_Document126_VT347",3633,13,"_Fld7828","nvarchar",150,0,0,0
"dbo","_Document126_VT5903",0,1,"_Document126_IDRRef","binary",16,0,0,0
"dbo","_Document126_VT5903",0,2,"_Fld346","numeric",5,7,0,0
"dbo","_Document126_VT5903",0,3,"_KeyField","binary",4,0,0,0
"dbo","_Document126_VT5903",0,4,"_LineNo5904","numeric",5,5,0,0
"dbo","_Document126_VT5903",0,5,"_Fld5905RRef","binary",16,0,0,0
"dbo","_Document127",1,1,"_IDRRef","binary",16,0,0,0
"dbo","_Document127",1,2,"_Version","timestamp",8,0,0,0
"dbo","_Document127",1,3,"_Marked","binary",1,0,0,0
"dbo","_Document127",1,4,"_Date_Time","datetime2",6,19,0,0
"dbo","_Document127",1,5,"_NumberPrefix","datetime2",6,19,0,0
"dbo","_Document127",1,6,"_Number","nvarchar",22,0,0,0
"dbo","_Document127",1,7,"_Posted","binary",1,0,0,0
"dbo","_Document127",1,8,"_Fld352RRef","binary",16,0,0,0
"dbo","_Document127",1,9,"_Fld353RRef","binary",16,0,0,0
"dbo","_Document127",1,10,"_Fld354RRef","binary",16,0,0,0
"dbo","_Document127",1,11,"_Fld355","nvarchar",-1,0,0,0
"dbo","_Document127",1,12,"_Fld10332","binary",1,0,0,0
"dbo","_Document127",1,13,"_Fld359RRef","binary",16,0,0,0
"dbo","_Document127",1,14,"_Fld356RRef","binary",16,0,0,0
"dbo","_Document127",1,15,"_Fld357RRef","binary",16,0,0,0
"dbo","_Document127",1,16,"_Fld10333","binary",1,0,0,0
"dbo","_Document127",1,17,"_Fld358","numeric",9,15,2,0
"dbo","_Document127",1,18,"_Fld346","numeric",5,7,0,0
"dbo","_Document127_VT360",0,1,"_Document127_IDRRef","binary",16,0,0,0
"dbo","_Document127_VT360",0,2,"_Fld346","numeric",5,7,0,0
"dbo","_Document127_VT360",0,3,"_KeyField","binary",4,0,0,0
"dbo","_Document127_VT360",0,4,"_LineNo361","numeric",5,5,0,0
"dbo","_Document127_VT360",0,5,"_Fld362RRef","binary",16,0,0,0
"dbo","_Document127_VT360",0,6,"_Fld363","numeric",9,15,2,0
"dbo","_Document127_VT364",1,1,"_Document127_IDRRef","binary",16,0,0,0
"dbo","_Document127_VT364",1,2,"_Fld346","numeric",5,7,0,0
"dbo","_Document127_VT364",1,3,"_KeyField","binary",4,0,0,0
"dbo","_Document127_VT364",1,4,"_LineNo365","numeric",5,5,0,0
"dbo","_Document127_VT364",1,5,"_Fld366","nvarchar",50,0,0,0
"dbo","_Document127_VT364",1,6,"_Fld367","numeric",9,15,2,0
"dbo","_Document127_VT364",1,7,"_Fld368","datetime2",6,19,0,0
"dbo","_Document127_VT364",1,8,"_Fld369","numeric",9,15,3,0
"dbo","_Document127_VT364",1,9,"_Fld370","numeric",9,15,3,0
"dbo","_Document127_VT364",1,10,"_Fld371RRef","binary",16,0,0,0
"dbo","_Document127_VT364",1,11,"_Fld372","nvarchar",50,0,0,0
"dbo","_Document127_VT364",1,12,"_Fld373RRef","binary",16,0,0,0
"dbo","_Document127_VT364",1,13,"_Fld9402RRef","binary",16,0,0,0
"dbo","_Document127_VT364",1,14,"_Fld374_TYPE","binary",1,0,0,0
"dbo","_Document127_VT364",1,15,"_Fld374_RTRef","binary",4,0,0,0
"dbo","_Document127_VT364",1,16,"_Fld374_RRRef","binary",16,0,0,0
"dbo","_Document127_VT364",1,17,"_Fld10334RRef","binary",16,0,0,0
