product_ref,product_code,product_name,product_class,is_full_subscription,is_trial_or_guest,observed_clients,observed_sales,observed_subscription_rows,min_duration_days,max_duration_days,classification_reason
AFC8000C29D830FD11EF99AC5A41628A,00000001481,Гостевой визит купон,trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
AAE1A4BF01266AD411EAD244D1FFC9B0,00000000315,Джампинг пробное,trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
AFE2000C29D830FD11EFAE44DEC148D4,00000001498,Джампинг разовое посещение без клубной карты,trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
AAE1A4BF01266AD411EAD260A513AC0B,00000000317,Джампинг разовое посещение при наличии клубной карты,trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
AACBA4BF01266AD311EA0612912CA80C,00000000243,Йога- пробуждение,trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
BB8808606E6F522E11E922D032BB8CB4,00000000125,Карта Неделя Друг,trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
AAA5A4BF01266AD311E91A3D4FBC50DC,00000000121,Карта Неделя Сайт,trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
B127000C29D830FD11F09EC07DA6BDEC,00000001669,Молочный шоколад SNAQ FABRIO MILKY (с кешью и хрустящим тестом)в пакете,trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
B127000C29D830FD11F09EC0B3EC1850,00000001671,Молочный шоколад SNAQ FABRIO MILKY (с фисташковой пастой  и хрустящим тестом)в пакете,trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
B0CC000C29D830FD11F05C9681EBC147,00000001637,Молочный шоколад SNAQ FABRIO MILKY (с фисташковой пастой и хрустящим тестом) 34 гр,trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
B0CC000C29D830FD11F05C96BE95CD73,00000001638,Молочный шоколад SNAQ FABRIO MILKY (с фисташковой пастой и хрустящим тестом) 55 гр,trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
B127000C29D830FD11F09EC09967D82F,00000001670,Молочный шоколад SNAQ FABRIO MILKY (с фундуком  и хрустящим тестом)в пакете,trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
B059000C29D830FD11F0097EDCC51E1C,00000001587,"Печенье ""SNAQ FABRIQ"" глазированное с фисташковой пастой хрустящим тестом и карамелью",trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
B059000C29D830FD11F0097E648A2ED1,00000001586,"Печенье DESSERT ""Фисташковое суфле с хрустящим тестом""",trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
AAACA4BF01266AD311E940C88DDEF3D2,00000000138,Пробная П/Т,trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
AAB5A4BF01266AD311E9932BF8E5E737,00000000191,Пробное посещение АКВА,trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
AA9EA4BF01266AD311E8D82589232D71,00000000092,Разовая ,trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
AA9EA4BF01266AD311E8D82589232D75,00000000095,Разовая ВИП,trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
AA9BA4BF01266AD311E8AABC514530A9,00000000003,РАЗОВОЕ ПОСЕЩЕНИЕ,trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
AA9EA4BF01266AD311E8D82589232D83,00000000109,Разовое посещение,trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
ABAAA4BF01266AD411EBDB17D296B250,00000000393,Разовое посещение АКВА ,trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
AAB5A4BF01266AD311E990DBA6BA4750,00000000179,Разовое посещение АКВА для клиентов Фитнес Империи,trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
AFA0000C29D830FD11EF7CC34E337BD2,00000001454,Сайкл разовое без клубной карты,trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
AA9EA4BF01266AD311E8C6D3BB763918,00000000076,Сайкл разовое при наличии клубной карты,trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
AE51000C29D830FD11EE8202934FD96E,00000001232,Тапочки одноразовые,trial_or_guest,0,1,0,0,0,,,trial/guest/short keyword
AA9EA4BF01266AD311E8D82589232D73,00000000093,Пакет 8,other_sale,0,0,960,2410,2410,-6773,6996,manual csv decision: unknown_review_required -> other_sale; Customer confirmed all other disputed products should not be counted as subscriptions.
AE39000C29D830FD11EE6F542E78B80A,00000001218,АКВА 26 посещений,full_subscription,1,0,75,78,78,2,184,manual csv decision: unknown_review_required -> full_subscription; Customer confirmed any AKVA pass/visit counts as prior subscription for reactivation.
ACE7A4BF01266AD411ED7ABA1F8B9722,00000000895,АКВА 38 посещений,full_subscription,1,0,69,69,69,26,275,manual csv decision: unknown_review_required -> full_subscription; Customer confirmed any AKVA pass/visit counts as prior subscription for reactivation.
AAB5A4BF01266AD311E990DC16190F1E,00000000180,АКВА 40 посещений,full_subscription,1,0,601,1016,1016,1,7606,manual csv decision: unknown_review_required -> full_subscription; Customer confirmed any AKVA pass/visit counts as prior subscription for reactivation.
AC3EA4BF01266AD411EC56A05231DDA0,00000000648,СУБАРЕНДА 10 посещений,other_sale,0,0,6,11,11,28,31,manual csv decision: unknown_review_required -> other_sale; Customer confirmed SUBARENDA should not be counted as subscription in any case.
ABFFA4BF01266AD411EC1AB45199F07D,00000000409,СУБАРЕНДА безлимит,other_sale,0,0,57,837,837,1,8138,manual csv decision: unknown_review_required -> other_sale; Customer confirmed SUBARENDA should not be counted as subscription in any case.
AFB8000C29D830FD11EF8D377302B83E,00000001466,"Спец. цена Полина 9 900,00",other_sale,0,0,5,5,5,273,273,manual csv decision: unknown_review_required -> other_sale; Customer confirmed all other disputed products should not be counted as subscriptions.
AB34A4BF01266AD411EB816DD2AE44CE,00000000362,АКВА 35 посещений,full_subscription,1,0,41,41,41,111,307,manual csv decision: unknown_review_required -> full_subscription; Customer confirmed any AKVA pass/visit counts as prior subscription for reactivation.
ADD1000C29D830FD11EE20895D03FE2D,00000001144,АКВА 48 посещений,full_subscription,1,0,37,37,37,188,348,manual csv decision: unknown_review_required -> full_subscription; Customer confirmed any AKVA pass/visit counts as prior subscription for reactivation.
ABFFA4BF01266AD411EC1AB433F8DB37,00000000408,СУБАРЕНДА 15 посещений,other_sale,0,0,37,480,480,5,63,manual csv decision: unknown_review_required -> other_sale; Customer confirmed SUBARENDA should not be counted as subscription in any case.
AC5FA4BF01266AD411ECA429A81300FB,00000000735,СУБАРЕНДА 12 посещений,other_sale,0,0,34,434,434,18,52,manual csv decision: unknown_review_required -> other_sale; Customer confirmed SUBARENDA should not be counted as subscription in any case.
AADDA4BF01266AD411EAA7E8B7F4DA15,00000000306,АКВА 40 посещений САЙТ,full_subscription,1,0,32,33,33,134,270,manual csv decision: unknown_review_required -> full_subscription; Customer confirmed any AKVA pass/visit counts as prior subscription for reactivation.
AFE1000C29D830FD11EFAD7D54FAD4B6,00000001496,Танцевальная тренировка (не использовать!!!),other_sale,0,0,29,50,50,30,30,manual csv decision: unknown_review_required -> other_sale; Customer confirmed all other disputed products should not be counted as subscriptions.
AB34A4BF01266AD411EB816FA5002150,00000000363,АКВА 22 посещения,full_subscription,1,0,28,28,28,71,154,manual csv decision: unknown_review_required -> full_subscription; Customer confirmed any AKVA pass/visit counts as prior subscription for reactivation.
ABFFA4BF01266AD411EC1AB2987E8962,00000000407,СУБАРЕНДА 8 посещений,other_sale,0,0,25,93,93,20,9151,manual csv decision: unknown_review_required -> other_sale; Customer confirmed SUBARENDA should not be counted as subscription in any case.
AAB5A4BF01266AD311E990DD47D43461,00000000183,АКВА 24 посещения,full_subscription,1,0,243,261,261,60,8053,manual csv decision: unknown_review_required -> full_subscription; Customer confirmed any AKVA pass/visit counts as prior subscription for reactivation.
AFA3000C29D830FD11EF7EFEFCDDFD1F,00000001464,Подарочный сертификат 1 месяц безлимитного фитнеса,full_subscription,1,0,236,237,237,1,31,"manual csv decision: unknown_review_required -> full_subscription; Customer confirmed gift certificate counts as subscription; if not active on cutoff, client goes to reactivation."
AB34A4BF01266AD411EB816D9D2E0EA1,00000000361,АКВА 10 посещений,full_subscription,1,0,23,26,26,21,55,manual csv decision: unknown_review_required -> full_subscription; Customer confirmed any AKVA pass/visit counts as prior subscription for reactivation.
AAB5A4BF01266AD311E990DD2427CA1C,00000000182,АКВА 36 посещений,full_subscription,1,0,227,258,258,2,976,manual csv decision: unknown_review_required -> full_subscription; Customer confirmed any AKVA pass/visit counts as prior subscription for reactivation.
AAB5A4BF01266AD311E990DCFB01527D,00000000181,АКВА 46 посещений,full_subscription,1,0,221,270,270,1,841,manual csv decision: unknown_review_required -> full_subscription; Customer confirmed any AKVA pass/visit counts as prior subscription for reactivation.
AC8FA4BF01266AD411ED282FA9B6A57B,00000000811,АКВА 30 посещений,full_subscription,1,0,212,239,239,1,8044,manual csv decision: unknown_review_required -> full_subscription; Customer confirmed any AKVA pass/visit counts as prior subscription for reactivation.
AA9EA4BF01266AD311E8D82589232D74,00000000094,Пакет 12 (персональные тренировки),full_subscription,1,0,2054,8812,8812,-6805,7928,manual csv decision: unknown_review_required -> full_subscription; Customer confirmed Package 12 PT counts as main subscription only when client has no other main subscription; otherwise ignored.
AE21000C29D830FD11EE5DCC477B6971,00000001208,АКВА 6 посещений,full_subscription,1,0,2,2,2,31,45,manual csv decision: unknown_review_required -> full_subscription; Customer confirmed any AKVA pass/visit counts as prior subscription for reactivation.
B152000C29D830FD11F0BFCCB5A5C951,00000001684,Медленный класс (10 посещений) двойное предложение,other_sale,0,0,2,4,4,36,60,manual csv decision: unknown_review_required -> other_sale; Customer confirmed all other disputed products should not be counted as subscriptions.
AE97000C29D830FD11EEB5E224D01D09,00000001279,Наталья триггер2,other_sale,0,0,2,2,2,365,366,manual csv decision: unknown_review_required -> other_sale; Customer confirmed all other disputed products should not be counted as subscriptions.
AD33A4BF01266AD411EDBF1F314FA67E,00000000959,"Спец. цена Яна 11 900,00",other_sale,0,0,2,2,2,366,366,manual csv decision: unknown_review_required -> other_sale; Customer confirmed all other disputed products should not be counted as subscriptions.
ACD9A4BF01266AD411ED6F1D348DCEFB,00000000876,СУБАРЕНДА 20 посещений,other_sale,0,0,2,3,3,30,31,manual csv decision: unknown_review_required -> other_sale; Customer confirmed SUBARENDA should not be counted as subscription in any case.
AFC7000C29D830FD11EF99133B51EC93,00000001480,Фитнес-марафон 2024,other_sale,0,0,2,2,2,19,19,manual csv decision: unknown_review_required -> other_sale; Customer confirmed all other disputed products should not be counted as subscriptions.
AD33A4BF01266AD411EDBF1F314FA67F,00000000960,"Спец. цена Яна 10 900,00",other_sale,0,0,17,17,17,333,8909,manual csv decision: unknown_review_required -> other_sale; Customer confirmed all other disputed products should not be counted as subscriptions.
AAB5A4BF01266AD311E9941AF979FC72,00000000202,АКВА 8 посещений,full_subscription,1,0,169,198,198,10,8825,manual csv decision: unknown_review_required -> full_subscription; Customer confirmed any AKVA pass/visit counts as prior subscription for reactivation.
AA9EA4BF01266AD311E8D82589232D76,00000000096,Пакет 12 ВИП (персональные тренировки),other_sale,0,0,16,57,57,17,7617,manual csv decision: unknown_review_required -> other_sale; Customer confirmed all other disputed products should not be counted as subscriptions.
AC8FA4BF01266AD411ED282F1D85E118,00000000810,АКВА 18 посещений,full_subscription,1,0,150,194,194,25,169,manual csv decision: unknown_review_required -> full_subscription; Customer confirmed any AKVA pass/visit counts as prior subscription for reactivation.
AAB5A4BF01266AD311E9941B0CECB303,00000000203,АКВА 18 посещений,full_subscription,1,0,140,162,162,1,169,manual csv decision: unknown_review_required -> full_subscription; Customer confirmed any AKVA pass/visit counts as prior subscription for reactivation.
AA9EA4BF01266AD311E8D82589232D77,00000000097,Пакет 8 ВИП ,other_sale,0,0,13,34,34,8,127,manual csv decision: unknown_review_required -> other_sale; Customer confirmed all other disputed products should not be counted as subscriptions.
AAB5A4BF01266AD311E9941AEB16049A,00000000201,АКВА 4 посещения,full_subscription,1,0,120,156,156,4,186,manual csv decision: unknown_review_required -> full_subscription; Customer confirmed any AKVA pass/visit counts as prior subscription for reactivation.
AE9B000C29D830FD11EEB904C34CBB28,00000001286,АКВА 32 посещения,full_subscription,1,0,116,126,126,37,8675,manual csv decision: unknown_review_required -> full_subscription; Customer confirmed any AKVA pass/visit counts as prior subscription for reactivation.
AAE3A4BF01266AD411EB03B098E57A4D,00000000345,АКВА 46 посещений САЙТ,full_subscription,1,0,1,1,1,243,243,manual csv decision: unknown_review_required -> full_subscription; Customer confirmed any AKVA pass/visit counts as prior subscription for reactivation.
AD39A4BF01266AD411EDC401EDA97FE7,00000000965,Карта розыгрыш(Мосеева Екатерина Олеговна),other_sale,0,0,1,1,1,32,32,manual csv decision: unknown_review_required -> other_sale; Customer confirmed all other disputed products should not be counted as subscriptions.
AE95000C29D830FD11EEB44107BAD405,00000001278,Наталья триггер,other_sale,0,0,1,1,1,366,366,manual csv decision: unknown_review_required -> other_sale; Customer confirmed all other disputed products should not be counted as subscriptions.
ABF0A4BF01266AD411EC0EF77639C4AA,00000000404,Пакет 10 (персональные тренировки),other_sale,0,0,1,1,1,60,60,manual csv decision: unknown_review_required -> other_sale; Customer confirmed all other disputed products should not be counted as subscriptions.
B02E000C29D830FD11EFE922AA99F790,00000001553,Пакет 6,other_sale,0,0,1,1,1,29,29,manual csv decision: unknown_review_required -> other_sale; Customer confirmed all other disputed products should not be counted as subscriptions.
B091000C29D830FD11F0348FE0F505B9,00000001610,СУБАРЕНДА безлимит Савостьянова Ксения,other_sale,0,0,1,5,5,30,31,manual csv decision: unknown_review_required -> other_sale; Customer confirmed SUBARENDA should not be counted as subscription in any case.
